model,seed,horizon,R2,RMSE
sa__concat@w5_1min,5,60,0.5422512330590937,38.248384847899146
sa__concat@w5_1min,6,60,0.5923684724050157,36.09386521048557
sa__concat@w5_1min,7,60,0.4967190046271577,40.105577515080405
sa__concat@w5_1min,8,60,0.4230020029365853,42.94243448488475
sa__concat@w5_1min,9,60,0.546207121480137,38.08275396780429
sa__concat@w5_1min,10,60,0.5690315874873657,37.1126724799494
sa__concat@w5_1min,11,60,0.5656496123005418,37.25800663416185
sa__concat@w5_1min,12,60,0.5557626153470702,37.67966741543169
sa__concat@w5_1min,13,60,0.5264723259854618,38.902023472509235
sa__concat@w5_1min,14,60,0.5675094601803623,37.178153405409276
sa__concat@w60,0,60,0.5691081913442289,37.10937397811897
sa__concat@w60,1,60,0.5499170336935516,37.92676471830508
sa__concat@w60,2,60,0.5122817017831398,39.48062633237949
sa__concat@w60,3,60,0.5291936422705011,38.79007938463551
sa__concat@w60,4,60,0.5741217610153404,36.89285234859526
sa__concat@w60,5,60,0.5182323107313305,39.23903730846538
sa__concat@w60,6,60,0.556384989305678,37.65326366829
sa__concat@w60,7,60,0.5275491925540322,38.857764039382666
sa__concat@w60,8,60,0.42552380954199764,42.84849039876276
sa__concat@w60,9,60,0.5122206051612523,39.48309913006854
sa__concat@w60,10,60,0.5791749004627209,36.67332830593924
sa__concat@w60,11,60,0.5358276340305385,38.51582011961398
sa__concat@w60,12,60,0.5691050544208354,37.109509057330435
sa__concat@w60,13,60,0.5553291386073318,37.698046414461004
sa__concat@w60,14,60,0.5710899749689078,37.02393779231148
cnn_gru__concat@w10_1min,0,120,0.4488270231281045,41.62972292944005
cnn_gru__concat@w10_1min,1,120,0.46425603132803683,41.042915864300966
cnn_gru__concat@w10_1min,2,120,0.44981240992168614,41.592493482582654
cnn_gru__concat@w10_1min,3,120,0.42367392885679145,42.56902420768794
cnn_gru__concat@w10_1min,4,120,0.44765601484146644,41.67392219849075
cnn_gru__concat@w10_1min,5,120,0.43966857315467955,41.974163764654975
cnn_gru__concat@w10_1min,6,120,0.4555531451320445,41.374933498684314
cnn_gru__concat@w10_1min,7,120,0.45398027904059457,41.434654935510736
cnn_gru__concat@w10_1min,8,120,0.43111500575942463,42.29332223008986
cnn_gru__concat@w10_1min,9,120,0.41967902664412615,42.71630663693591
cnn_gru__concat@w10_1min,10,120,0.5041088933658467,39.48687108867546
cnn_gru__concat@w10_1min,11,120,0.4912716119647209,39.99470966731305
cnn_gru__concat@w10_1min,12,120,0.4066676001613765,43.19252509362025
cnn_gru__concat@w10_1min,13,120,0.4630328353892099,41.08974318086793
cnn_gru__concat@w10_1min,14,120,0.5128092187198552,39.13894302306479
cnn_gru__concat@w10_5min,0,120,0.3995485530166911,43.45087333809218
cnn_gru__concat@w10_5min,1,120,0.4650503759848451,41.01247752381105
cnn_gru__concat@w10_5min,2,120,0.4814981821617468,40.37706098033419
cnn_gru__concat@w10_5min,3,120,0.4369677082090464,42.075202418081425
cnn_gru__concat@w10_5min,4,120,0.46108020198064537,41.164384986415406
cnn_gru__concat@w10_5min,5,120,0.4637485506658777,41.0623501064517
cnn_gru__concat@w10_5min,6,120,0.5226933399537504,38.73988339873457
cnn_gru__concat@w10_5min,7,120,0.4699918080355123,40.82261801271941
cnn_gru__concat@w10_5min,8,120,0.434149638860053,42.18036764884401
cnn_gru__concat@w10_5min,9,120,0.4326035744034107,42.2379527339693
cnn_gru__concat@w10_5min,10,120,0.4916783582670402,39.97871787915764
cnn_gru__concat@w10_5min,11,120,0.4812684454237458,40.38600508301608
cnn_gru__concat@w10_5min,12,120,0.4985058986399771,39.70932243043909
cnn_gru__concat@w10_5min,13,120,0.4229692837938649,42.595039766566316
cnn_gru__concat@w10_5min,14,120,0.5319424790956472,38.362700927078386
cnn_gru__concat@w5_1min,0,120,0.4519925355026264,41.510006285371986
cnn_gru__concat@w5_1min,1,120,0.499162181114412,39.68333103397676
cnn_gru__concat@w5_1min,2,120,0.46841871885029174,40.88315484992082
cnn_gru__concat@w5_1min,3,120,0.43374869435049546,42.19530887112736
cnn_gru__concat@w5_1min,4,120,0.47710005746279815,40.5479459703699
cnn_gru__concat@w5_1min,5,120,0.46876121404700355,40.86998232035042
cnn_gru__concat@w5_1min,6,120,0.477670605733563,40.52581853002881
cnn_gru__concat@w5_1min,7,120,0.4934913072931768,39.90736136752694
cnn_gru__concat@w5_1min,8,120,0.3594325062662256,44.87888000564365
cnn_gru__concat@w5_1min,9,120,0.5166994373781802,38.98236759202284
cnn_gru__concat@w5_1min,10,120,0.47835438944575137,40.499283579102375
cnn_gru__concat@w5_1min,11,120,0.5068699337146158,39.37678943472677
cnn_gru__concat@w5_1min,12,120,0.5019495642932601,39.572749347625525
cnn_gru__concat@w5_1min,13,120,0.47671744982337605,40.56277779168418
cnn_gru__concat@w5_1min,14,120,0.44266952928528125,41.86161275905954
cnn_gru__concat@w60,0,120,0.3825488489956048,44.061660954626106
cnn_gru__concat@w60,1,120,0.4917748745734226,39.97492226920853
cnn_gru__concat@w60,2,120,0.45154985076313425,41.52676895556249
cnn_gru__concat@w60,3,120,0.4381183128072704,42.03218829539345
cnn_gru__concat@w60,4,120,0.47597961710994796,40.591364643997174
cnn_gru__concat@w60,5,120,0.40992629712037176,43.07375091139435
cnn_gru__concat@w60,6,120,0.4484167648338655,41.64521331349098
cnn_gru__concat@w60,7,120,0.4502992159791619,41.57408888852843
cnn_gru__concat@w60,8,120,0.36519507952546415,44.676557766605065
cnn_gru__concat@w60,9,120,0.45420836889977934,41.42599974282195
cnn_gru__concat@w60,10,120,0.47542430712443107,40.61286649996642
cnn_gru__concat@w60,11,120,0.47147759513186716,40.76535824979009
cnn_gru__concat@w60,12,120,0.4508716554975867,41.552436335797026
cnn_gru__concat@w60,13,120,0.47432135965443945,40.65553940526271
cnn_gru__concat@w60,14,120,0.5200034787632103,38.84888932527375
dl_current@w10_1min,0,120,0.43444126064196587,42.169497019362424
dl_current@w10_1min,1,120,0.4262368635886844,42.474266048285344
dl_current@w10_1min,2,120,0.4581182398271312,41.27735196048738
dl_current@w10_1min,3,120,0.41812648712975586,42.77340818969995
dl_current@w10_1min,4,120,0.46912403943790915,40.856023249129414
dl_current@w10_1min,5,120,0.4247794377311238,42.52817665115975
dl_current@w10_1min,6,120,0.46155101028237855,41.14640014999931
dl_current@w10_1min,7,120,0.44143084803482213,41.908106193629095
dl_current@w10_1min,8,120,0.3441007315985388,45.41278488618285
dl_current@w10_1min,9,120,0.4706119330367847,40.79872919776845
dl_current@w10_1min,10,120,0.47272694721322694,40.71714797684023
dl_current@w10_1min,11,120,0.45795819010558125,41.28344733168078
dl_current@w10_1min,12,120,0.41556381495558836,42.867495474611694
dl_current@w10_1min,13,120,0.47084965121218836,40.78956797079117
dl_current@w10_1min,14,120,0.4729595954570125,40.70816418934608
dl_current@w10_5min,0,120,0.4586842290801654,41.255789469383025
dl_current@w10_5min,1,120,0.4932847148575439,39.915499153300914
dl_current@w10_5min,2,120,0.4807813376241671,40.404962597556185
dl_current@w10_5min,3,120,0.41615569633710636,42.845783181403384
dl_current@w10_5min,4,120,0.48046289225672323,40.41735121322707
dl_current@w10_5min,5,120,0.42625097781507004,42.473743624435365
dl_current@w10_5min,6,120,0.48208388163386895,40.354249579594146
dl_current@w10_5min,7,120,0.44086381587173884,41.929372330739994
dl_current@w10_5min,8,120,0.45375215368623,41.44330966710611
dl_current@w10_5min,9,120,0.4067368001983218,43.19000625975301
dl_current@w10_5min,10,120,0.49534344857320034,39.83433027613517
dl_current@w10_5min,11,120,0.459769143932262,41.21442593413539
dl_current@w10_5min,12,120,0.4118970387289055,43.00176140531449
dl_current@w10_5min,13,120,0.4782848484585317,40.50198298483709
dl_current@w10_5min,14,120,0.4885890388519748,40.10001897487667
dl_current@w5_1min,0,120,0.4455219807473263,41.754350190727926
dl_current@w5_1min,1,120,0.4565482305084959,41.3371057286771
dl_current@w5_1min,2,120,0.4551974305730767,41.38844745594849
dl_current@w5_1min,3,120,0.3412296167880956,45.51207066887914
dl_current@w5_1min,4,120,0.39367631902665334,43.66282460990243
dl_current@w5_1min,5,120,0.44234904135581765,41.87364710326655
dl_current@w5_1min,6,120,0.46445149528256313,41.03542801284712
dl_current@w5_1min,7,120,0.43414598623387834,42.18050378807522
dl_current@w5_1min,8,120,0.29792758571022937,46.9840572098639
dl_current@w5_1min,9,120,0.3994838690717457,43.45321365904934
dl_current@w5_1min,10,120,0.4740622518975355,40.66555775778467
dl_current@w5_1min,11,120,0.48324386141432785,40.30903342245834
dl_current@w5_1min,12,120,0.4019510211187969,43.363860503607945
dl_current@w5_1min,13,120,0.47905937363605644,40.471907706378296
dl_current@w5_1min,14,120,0.48686441182126405,40.16757655100026
dl_current@w60,0,120,0.44078221214867286,41.93243193245442
dl_current@w60,1,120,0.4907434875965093,40.01546406419922
dl_current@w60,2,120,0.4231436637880521,42.588603121313504
dl_current@w60,3,120,0.4307580054403778,42.306590607395044
dl_current@w60,4,120,0.45946799089986745,41.22591187568887
dl_current@w60,5,120,0.4460752246556805,41.733514283626306
dl_current@w60,6,120,0.47771239635401264,40.52419729925376
dl_current@w60,7,120,0.4694409059713025,40.84382846186701
dl_current@w60,8,120,0.4384082313233423,42.02134305674603
dl_current@w60,9,120,0.3533902532386507,45.09004673451701
dl_current@w60,10,120,0.47118710493421356,40.77655958217563
dl_current@w60,11,120,0.48877396309461796,40.0927683128118
dl_current@w60,12,120,0.4361037742314874,42.107470783489376
dl_current@w60,13,120,0.47875291404252796,40.48381038797011
dl_current@w60,14,120,0.48221601296044647,40.34910164109159
persistence_5min,0,120,-0.08382131714056573,58.37654750130196
persistence_5min,1,120,-0.08382131714056573,58.376547501301964
persistence_5min,2,120,-0.08382131714056573,58.376547501301964
persistence_5min,3,120,-0.08382131714056573,58.376547501301964
persistence_5min,4,120,-0.08382131714056573,58.37654750130196
persistence_5min,5,120,-0.08382131714056573,58.376547501301964
persistence_5min,6,120,-0.08382131714056573,58.37654750130196
persistence_5min,7,120,-0.08382131714056573,58.376547501301964
persistence_5min,8,120,-0.08382131714056573,58.376547501301964
persistence_5min,9,120,-0.08382131714056573,58.37654750130196
persistence_5min,10,120,-0.08382131714056573,58.37654750130196
persistence_5min,11,120,-0.08382131714056573,58.37654750130196
persistence_5min,12,120,-0.08382131714056573,58.376547501301964
persistence_5min,13,120,-0.08382131714056573,58.37654750130196
persistence_5min,14,120,-0.08382131714056573,58.376547501301964
rf_highres@w10_1min,0,120,0.463343375496707,41.07785990430157
rf_highres@w10_1min,1,120,0.4522624488236998,41.499782443247796
rf_highres@w10_1min,2,120,0.35751199227759434,44.94610634123052
rf_highres@w10_1min,3,120,0.36995028735309543,44.50891125300018
rf_highres@w10_1min,4,120,0.4673275129917128,40.925094877532516
rf_highres@w10_1min,5,120,0.4005120184136982,43.415999394657746
rf_highres@w10_1min,6,120,0.4488349803643463,41.62942242601415
rf_highres@w10_1min,7,120,0.45619778006136535,41.35043190893103
rf_highres@w10_1min,8,120,0.4084608818683396,43.12720337885334
rf_highres@w10_1min,9,120,0.46793277253146304,40.90183729887929
rf_highres@w10_1min,10,120,0.45522090234141444,41.38755587561401
rf_highres@w10_1min,11,120,0.475724652327175,40.60123841058001
rf_highres@w10_1min,12,120,0.4589293890915561,41.24644611029543
rf_highres@w10_1min,13,120,0.44685313423149486,41.70419955719743
rf_highres@w10_1min,14,120,0.41657688709334484,42.83032571820286
rf_highres@w60,0,120,0.4013318477734984,43.3863024787487
rf_highres@w60,1,120,0.3910621416638892,43.756849966304074
rf_highres@w60,2,120,0.3061969820800291,46.70653551011286
rf_highres@w60,3,120,0.30939044397386817,46.59892025889922
rf_highres@w60,4,120,0.39861778487948296,43.484537198910665
rf_highres@w60,5,120,0.361093766265289,44.820647352507095
rf_highres@w60,6,120,0.4048939156871212,43.2570359335288
rf_highres@w60,7,120,0.40441883727611383,43.27429872470684
rf_highres@w60,8,120,0.35999267612372143,44.85925264818898
rf_highres@w60,9,120,0.4076061388126221,43.15835040693922
rf_highres@w60,10,120,0.3897101160199429,43.805399732406194
rf_highres@w60,11,120,0.4241924799307132,42.54986909576972
rf_highres@w60,12,120,0.4079529300464225,43.145715967553286
rf_highres@w60,13,120,0.4128185810485764,42.968056865689235
rf_highres@w60,14,120,0.38601529609505436,43.937803065525074
sa__concat@w10_1min,0,120,0.4606161247182786,41.18210501109832
sa__concat@w10_1min,1,120,0.4865474291048123,40.17998112993287
sa__concat@w10_1min,2,120,0.45878452598331687,41.25196728293589
sa__concat@w10_1min,3,120,0.37758761102265603,44.23832515336529
sa__concat@w10_1min,4,120,0.495088764473676,39.8443805676102
sa__concat@w10_1min,5,120,0.5163587440759633,38.996105101187645
sa__concat@w10_1min,6,120,0.49558717478933245,39.82471002741563
sa__concat@w10_1min,7,120,0.4875481691442014,40.14080581960191
sa__concat@w10_1min,8,120,0.415787574011958,42.85928849764618
sa__concat@w10_1min,9,120,0.47347224961537304,40.68836088125995
sa__concat@w10_1min,10,120,0.5062624879888773,39.40103445908074
sa__concat@w10_1min,11,120,0.49859205949207763,39.705911088195926
sa__concat@w10_1min,12,120,0.46922603553082365,40.85209826925752
sa__concat@w10_1min,13,120,0.47184797852461136,40.75107176187727
sa__concat@w10_1min,14,120,0.48935021838731707,40.07016560620865
sa__concat@w10_5min,0,120,0.4825623929633982,40.33560328997802
sa__concat@w10_5min,1,120,0.5056287368602275,39.42631352103466
sa__concat@w10_5min,2,120,0.47750359801052467,40.53229680200982
sa__concat@w10_5min,3,120,0.45470496597202126,41.40714940636517
sa__concat@w10_5min,4,120,0.4984775351455679,39.7104453541354
sa__concat@w10_5min,5,120,0.4222502804592101,42.621569065972565
sa__concat@w10_5min,6,120,0.47405170365768523,40.665965551204785
sa__concat@w10_5min,7,120,0.4437787606991894,41.81993430669816
sa__concat@w10_5min,8,120,0.366597586886825,44.62717736133062
sa__concat@w10_5min,9,120,0.476972751212833,40.55288161137454
sa__concat@w10_5min,10,120,0.5270702092739934,38.56185329158606
sa__concat@w10_5min,11,120,0.5265453781235185,38.58324425749482
sa__concat@w10_5min,12,120,0.4918773388927844,39.97089235267286
sa__concat@w10_5min,13,120,0.49084264542027223,40.01156814985997
sa__concat@w10_5min,14,120,0.5057943854058724,39.419707697486395
sa__concat@w5_1min,0,120,0.45462410189610936,41.41021951203084
sa__concat@w5_1min,1,120,0.5176478475964637,38.944100068472906
sa__concat@w5_1min,2,120,0.47301972175436624,40.70584207041945
sa__concat@w5_1min,3,120,0.4768394753910107,40.55804804809264
sa__concat@w5_1min,4,120,0.49577457426793237,39.817311501024264
sa__concat@w5_1min,5,120,0.4467999712551235,41.70620360552848
sa__concat@w5_1min,6,120,0.48451061293704367,40.25959727983801
sa__concat@w5_1min,7,120,0.41383198560026613,42.93096200269852
sa__concat@w5_1min,8,120,0.3399831839341191,45.55510609811759
sa__concat@w5_1min,9,120,0.46893733872737675,40.86320682740957
sa__concat@w5_1min,10,120,0.5043196778288703,39.478478012588205
sa__concat@w5_1min,11,120,0.44560557998497896,41.751202398295305
sa__concat@w5_1min,12,120,0.5114540195172737,39.19334084017214
sa__concat@w5_1min,13,120,0.4865680548365494,40.17917409352687
sa__concat@w5_1min,14,120,0.48625183912317615,40.191545090956595
sa__concat@w60,0,120,0.46832363106312247,40.88681121916741
sa__concat@w60,1,120,0.4935627887856221,39.90454528712837
sa__concat@w60,2,120,0.4533471023562109,41.458672251209016
sa__concat@w60,3,120,0.46805951845563076,40.896965311213414
sa__concat@w60,4,120,0.5230160088954879,38.72678671317591
sa__concat@w60,5,120,0.4404323988642721,41.94554509590791
sa__concat@w60,6,120,0.47016369965112303,40.8159977048601
sa__concat@w60,7,120,0.4551759666147045,41.38926275236362
sa__concat@w60,8,120,0.3734996560798921,44.383364287891126
sa__concat@w60,9,120,0.44758490693370323,41.676604630206725
sa__concat@w60,10,120,0.5329132568163697,38.32289707383617
sa__concat@w60,11,120,0.44764786017855174,41.67422982882863
sa__concat@w60,12,120,0.45503742402360237,41.39452482861807
sa__concat@w60,13,120,0.47100893119523346,40.783428457988016
sa__concat@w60,14,120,0.45009471306179094,41.58182148789505
