protocol,model,horizon,R2,R2_sd,RMSE,RMSE_sd,level_preserved,leakage,label
global,cgm,30,0.7688834238491249,0.0034981504268113087,22.720291954069516,0.17258743830607567,True,False,Fold-wise global (corrected)
global,cgm,60,0.37115092911398107,0.007196854808337465,41.58230513242661,0.23789302180542699,True,False,Fold-wise global (corrected)
global,cgm,120,0.15523641154572332,0.008159083336474774,50.61079015294922,0.24471419390255772,True,False,Fold-wise global (corrected)
global,cgm_static,30,0.7850169419775518,0.003880032216254179,21.91270692945585,0.19735223006597857,True,False,Fold-wise global (corrected)
global,cgm_static,60,0.46609159747848466,0.010099963332078962,38.31403426334026,0.36308341851004833,True,False,Fold-wise global (corrected)
global,cgm_static,120,0.2599614098611066,0.01791795597813529,47.3673571400476,0.57499206376623,True,False,Fold-wise global (corrected)
global,persistence,30,0.6668591831229129,0.0,27.278673432101943,0.0,True,False,Fold-wise global (corrected)
global,persistence,60,0.09261225763266205,5.745950043620392e-17,49.950290923184696,6.578347465140776e-15,True,False,Fold-wise global (corrected)
global,persistence,120,-0.11095940566532869,0.0,58.04022157493292,0.0,True,False,Fold-wise global (corrected)
global,static_all,30,-0.064812316343372,0.02198822676812117,48.76696093491181,0.502397270555304,True,False,Fold-wise global (corrected)
global,static_all,60,-0.04837800106771489,0.022889475894725658,53.688088152620395,0.5852707070180545,True,False,Fold-wise global (corrected)
global,static_all,120,-0.027102299617809994,0.03536880304191965,55.7995440217742,0.9594444033720475,True,False,Fold-wise global (corrected)
premeal_center,cgm,30,0.12857861937748705,0.013675172606790735,44.11758701595515,0.34587913567809736,False,False,Causal pre-meal centering
premeal_center,cgm,60,-0.002328814855775546,0.01618954757150847,52.496979285167654,0.4234378108398694,False,False,Causal pre-meal centering
premeal_center,cgm,120,-0.10178159299856732,0.019999887840167964,57.79791411912234,0.5230093790924591,False,False,Causal pre-meal centering
premeal_center,cgm_static,30,0.19005470619754805,0.012506153604518719,42.5329785758885,0.3290162749407457,False,False,Causal pre-meal centering
premeal_center,cgm_static,60,0.10154185997838212,0.018395121538657612,49.70160643726224,0.5107713221902439,False,False,Causal pre-meal centering
premeal_center,cgm_static,120,0.07669769151859775,0.029480341165902153,52.90590672558361,0.8388875109092597,False,False,Causal pre-meal centering
premeal_center,persistence,30,0.6668591831229129,0.0,27.278673432101943,0.0,False,False,Causal pre-meal centering
premeal_center,persistence,60,0.09261225763266205,5.745950043620392e-17,49.950290923184696,6.578347465140776e-15,False,False,Causal pre-meal centering
premeal_center,persistence,120,-0.11095940566532869,0.0,58.04022157493292,0.0,False,False,Causal pre-meal centering
premeal_center,static_all,30,-0.064812316343372,0.02198822676812117,48.76696093491181,0.502397270555304,False,False,Causal pre-meal centering
premeal_center,static_all,60,-0.04837800106771489,0.022889475894725658,53.688088152620395,0.5852707070180545,False,False,Causal pre-meal centering
premeal_center,static_all,120,-0.027102299617809994,0.03536880304191965,55.7995440217742,0.9594444033720475,False,False,Causal pre-meal centering
subject_center,cgm,30,0.4343938558023971,0.007718825571124153,35.543284945406405,0.2421607537635812,False,True,Per-subject centering only
subject_center,cgm,60,0.13607549203688693,0.008914168004553686,48.73875112626803,0.25172690709646955,False,True,Per-subject centering only
subject_center,cgm,120,-0.017366293117704726,0.00990180259484587,55.541055559646225,0.2705893103697062,False,True,Per-subject centering only
subject_center,cgm_static,30,0.5027426461339684,0.010070878412270595,33.32580943051402,0.33522304906363243,False,True,Per-subject centering only
subject_center,cgm_static,60,0.23245768583811255,0.01535471684359843,45.93816947876698,0.4599411498180753,False,True,Per-subject centering only
subject_center,cgm_static,120,0.06426587426469964,0.040504026945786656,53.256026454476924,1.1425866078105484,False,True,Per-subject centering only
subject_center,persistence,30,0.6668591831229129,0.0,27.278673432101943,0.0,False,True,Per-subject centering only
subject_center,persistence,60,0.09261225763266205,5.745950043620392e-17,49.950290923184696,6.578347465140776e-15,False,True,Per-subject centering only
subject_center,persistence,120,-0.11095940566532869,0.0,58.04022157493292,0.0,False,True,Per-subject centering only
subject_center,static_all,30,-0.064812316343372,0.02198822676812117,48.76696093491181,0.502397270555304,False,True,Per-subject centering only
subject_center,static_all,60,-0.04837800106790585,0.022889475894890172,53.68808815262525,0.5852707070222478,False,True,Per-subject centering only
subject_center,static_all,120,-0.027102299617809994,0.03536880304191965,55.7995440217742,0.9594444033720475,False,True,Per-subject centering only
subject_scale,cgm,30,0.6822162606328139,0.007325941577074059,26.6409759563132,0.30577258403482027,True,True,Per-subject scaling only
subject_scale,cgm,60,0.3335237440204699,0.010040575084000972,42.80782110590819,0.322531519814067,True,True,Per-subject scaling only
subject_scale,cgm,120,0.18573531481631228,0.005039579404362747,49.689078541647206,0.15393309096940283,True,True,Per-subject scaling only
subject_scale,cgm_static,30,0.7120202009013843,0.006082731898015808,25.3611573915926,0.2683154067353301,True,True,Per-subject scaling only
subject_scale,cgm_static,60,0.40779201873094095,0.010496948035712113,40.351884663605546,0.3570102765757825,True,True,Per-subject scaling only
subject_scale,cgm_static,120,0.2427898595712833,0.017104418421436323,47.91415595882345,0.5422655372216337,True,True,Per-subject scaling only
subject_scale,persistence,30,0.6668591831229129,0.0,27.278673432101943,0.0,True,True,Per-subject scaling only
subject_scale,persistence,60,0.09261225763266205,5.745950043620392e-17,49.950290923184696,6.578347465140776e-15,True,True,Per-subject scaling only
subject_scale,persistence,120,-0.11095940566532869,0.0,58.04022157493292,0.0,True,True,Per-subject scaling only
subject_scale,static_all,30,-0.064812316343372,0.02198822676812117,48.76696093491181,0.502397270555304,True,True,Per-subject scaling only
subject_scale,static_all,60,-0.04837800106790585,0.022889475894890172,53.68808815262525,0.5852707070222478,True,True,Per-subject scaling only
subject_scale,static_all,120,-0.027102299617809994,0.03536880304191965,55.7995440217742,0.9594444033720475,True,True,Per-subject scaling only
subject_z,cgm,30,0.32137459062388724,0.006266225357602411,38.93321962377075,0.1800200694056788,False,True,Per-subject z-score (as published)
subject_z,cgm,60,0.08936030556352406,0.0063473629658487045,50.039452637128676,0.17432597058494886,False,True,Per-subject z-score (as published)
subject_z,cgm,120,-0.0436370423597193,0.007251853052166983,56.25387176522236,0.19531523818980726,False,True,Per-subject z-score (as published)
subject_z,cgm_static,30,0.4266782533554167,0.018386376539359987,35.78159571559634,0.5736296650342685,False,True,Per-subject z-score (as published)
subject_z,cgm_static,60,0.196277063363069,0.021689908839645073,47.006743654821406,0.634194550760936,False,True,Per-subject z-score (as published)
subject_z,cgm_static,120,0.055895755008297424,0.03702182785225977,53.495617343998745,1.0395562698469762,False,True,Per-subject z-score (as published)
subject_z,persistence,30,0.6668591831229129,0.0,27.278673432101943,0.0,False,True,Per-subject z-score (as published)
subject_z,persistence,60,0.09261225763266205,5.745950043620392e-17,49.950290923184696,6.578347465140776e-15,False,True,Per-subject z-score (as published)
subject_z,persistence,120,-0.11095940566532869,0.0,58.04022157493292,0.0,False,True,Per-subject z-score (as published)
subject_z,static_all,30,-0.064812316343372,0.02198822676812117,48.76696093491181,0.502397270555304,False,True,Per-subject z-score (as published)
subject_z,static_all,60,-0.04837800106771489,0.022889475894725658,53.688088152620395,0.5852707070180545,False,True,Per-subject z-score (as published)
subject_z,static_all,120,-0.027102299617809994,0.03536880304191965,55.7995440217742,0.9594444033720475,False,True,Per-subject z-score (as published)
