scenario,sim,comparison,ddR2,lo,hi,perm_p,holm_p,seed_pos_frac,verdict,ref_ddR2,ci_covers_ref
level_dominant,7,global_vs_subcenter,0.253958992171283,0.15737324692633603,0.38063586635001323,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,8,global_vs_premeal,0.4029719832641181,0.28741666226062146,0.5685892805535715,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,False
level_dominant,8,global_vs_subz,0.3146324983316297,0.21272111265041505,0.454067005729323,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,False
level_dominant,8,global_vs_subcenter,0.30950072002668083,0.20664378862553812,0.45115446675871695,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,False
level_dominant,9,global_vs_premeal,0.3511224001051381,0.22884982007795399,0.5065695212594428,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,9,global_vs_subz,0.2683625306676972,0.15285601558496711,0.41372076071279235,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,9,global_vs_subcenter,0.25234595102975027,0.1365261313509272,0.39778427035845715,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,10,global_vs_premeal,0.29971846394591023,0.22092730569116226,0.4068815984702241,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,10,global_vs_subz,0.2004735163949985,0.1235161539289256,0.29988912142034546,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,10,global_vs_subcenter,0.188423517243246,0.11257444761649645,0.28684021392998854,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,11,global_vs_premeal,0.32544736187095585,0.2219999235789825,0.48272306041170415,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,11,global_vs_subz,0.23941711994904044,0.14526228882351266,0.37782957299718684,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,11,global_vs_subcenter,0.22890728244341466,0.13355610068588553,0.36773410835273235,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,12,global_vs_premeal,0.2514024172975593,0.17720971896765678,0.36572668669231934,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,12,global_vs_subz,0.17549945987100155,0.10904870718957702,0.2745256185633158,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,12,global_vs_subcenter,0.16046172206972478,0.09448676096522322,0.260322155597294,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,13,global_vs_premeal,0.3375981400101555,0.23230000922094635,0.5035843596771303,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,13,global_vs_subz,0.26490492419925254,0.16297654255796423,0.420435793262512,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,13,global_vs_subcenter,0.25383374155853006,0.15539866331538332,0.4015056299443132,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,14,global_vs_premeal,0.26245524401002357,0.20564816756159543,0.34506250300098357,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,14,global_vs_subz,0.15956190871881087,0.10944086839209805,0.22620691399646548,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,14,global_vs_subcenter,0.14254837054340852,0.09452370628974587,0.20627173179833885,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,15,global_vs_premeal,0.2553563533652044,0.19842393151266613,0.3322917369856724,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,15,global_vs_subz,0.17100311384468778,0.12042932982231665,0.23758995071273764,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,15,global_vs_subcenter,0.155118095467476,0.10675675922640569,0.2178407918480552,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,16,global_vs_premeal,0.30970362014208647,0.23597744505809765,0.4227230255381484,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,16,global_vs_subz,0.20315889154250963,0.14057269986022125,0.30019023136533207,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,16,global_vs_subcenter,0.17578958806155673,0.11469086907821148,0.2658302862074422,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,17,global_vs_premeal,0.30758874285458565,0.21836521007546666,0.44537218054262784,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,17,global_vs_subz,0.21093179269611753,0.1318180806533202,0.33510322294978173,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,17,global_vs_subcenter,0.19499463597651664,0.11894571150976034,0.3119571027047352,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,18,global_vs_premeal,0.2199533950502895,0.16804754297783242,0.2878914603020633,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,18,global_vs_subz,0.1559561111097198,0.10627546637818237,0.21684711488849695,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,18,global_vs_subcenter,0.14211520400613253,0.09673706951723492,0.19727269980152518,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,19,global_vs_premeal,0.28375789944257196,0.2018315311350351,0.3943715450610559,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,19,global_vs_subz,0.21077216990373646,0.12856287294192414,0.31438341804718156,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,19,global_vs_subcenter,0.20445707910520777,0.1176675602367708,0.31510139451935143,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,20,global_vs_premeal,0.2651739953275271,0.18827740346480304,0.3798668651723383,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,20,global_vs_subz,0.19011838918411422,0.12260581337204576,0.28498198559441884,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,20,global_vs_subcenter,0.16793258844103406,0.10115078515451945,0.2624492465292248,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,21,global_vs_premeal,0.29915474152190474,0.22533654545166415,0.41085296118466097,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,21,global_vs_subz,0.20026859489799037,0.1310690141950282,0.3003353498356883,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,21,global_vs_subcenter,0.1882479062297294,0.11986768083147141,0.2862744786144991,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,22,global_vs_premeal,0.3871496687140138,0.27157764755643954,0.5524537077556343,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,False
level_dominant,22,global_vs_subz,0.2592882828323472,0.15675859019542968,0.39721505114706296,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
level_dominant,22,global_vs_subcenter,0.2520097182928519,0.14823140423405717,0.38864113354072555,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.15757835712662946,True
level_dominant,23,global_vs_premeal,0.23974434809496903,0.17138602909031952,0.3294162387141004,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.25403134318928433,True
level_dominant,23,global_vs_subz,0.17113478899464712,0.10851803461980064,0.2515555046804277,9.999000099990002e-05,0.00029997000299970003,1.0,CHANGES,0.17034733950238645,True
