trees,DDR2,lo,hi,perm_p,seed_pos_frac
100,0.17411693353171137,0.11703708573826777,0.2622337543010071,9.999000099990002e-05,1.0
300,0.1733009905485627,0.1169243130137903,0.25946442893979754,9.999000099990002e-05,1.0
500,0.1730244113193438,0.11646403545282549,0.259417414837519,9.999000099990002e-05,1.0
1000,0.17110852765867335,0.11542474585120108,0.256784111388647,9.999000099990002e-05,1.0
